,title,content,complete_tags,words_in_tags
217,simplest cheapest way create spring latch,friend hacking nespresso coffee pod dispenser heart set particular design thinking countless ways dispensing single pod design single flavour pods vertical tube tend fall latches base tube stop pods falling releasing latch allow pod fall lip pod catching next latch problem component found suitable product shelf ideally solution compact cheap latch ideas date considered linear motion solenoid seems over-kill tend dollars ultrasonic motor find linear actuator dollars bulky piezoelectric actuator tuned nm scale precision hard come rotating disk release notch driven stepper motor bulky rotating latch string attached rack pinion powered electric motor think simple enough solution rotating cam gumball machine works suspect suggested answer involve mechanical electronic motor component simple option printer open mechanical solutions custom latch crude electromagnet example note desired size latch holding pods orange tube black yes motors work quite obvious solution clever finds suitable product understand latch side pods sit vertical latch need higher,mechanism,mechanism
218,state space control space,like know difference state space control space relation motion planning like simpler explanation,motion-planning,motion planning
219,sensors mcu vectornav vn300 use,hesitant open mucho- vectornav vn300 see anybody know underlying sensors uses accel gyro mag outputs low-noise compared high end 3-axis mems devices ie kionix kxr94 maxim st lis3mdl everything fits small package guessing using devices integrated axes navigation grade devices tend analog fewer axes enormous compared consumer-level mems automotive mems sensors mention using web pages tend single dual axis less noisy consumer-grade sensors,imu navigation,navigation imu
220,determine trajectory reference real robot trajectory tracking,know use algorithms lqr mpc pid make robot follows trajectory references simulation matlab specify trajectory reference function let say given sequence points generated path planning algorithm want real experiment trajectory tracking sequence points question specify errors towards real situation impression generated path path planning algorithm uncertain due error robot sensing line following robot real physical line reference generated path path planning virtual e.g exist real world confused matter,mobile-robot control,mobile control robot
221,much input current destroy motor driver,v rated using drive v dc gear motors using arduino bought new battery pack rated mah making total current input a. rated v min v max current rating given motors max current load a. sure using battery destroy motor driver datasheet,motor battery current,battery current motor
222,downgrade ros jade indigo,possible downgrade ros jade indigo familiar robot operating system ros ros,ros,ros
223,creating robot ez-b regular arduino,anyone experience ez-b sold ez-robot.com comes sdk visual studio direct scripting runtime usb wifi irc https question get regular arduino board able ive read arduino needs hold instructions memory brain computer feed signals forth microcontroller arduino alone step website niceley puts thanks help advance,arduino microcontroller,microcontroller arduino
224,hubsan x4 drone camera recording black,unsure correct community ask question vs stackexchange electronics aviation example purchased hubsan x4 hd video drone amazon second hubsan drone familiar using recording feature recording recordings correct length correct audio image black tried formatting micro sd using different micro sds reading forums nothing seems trick mine defective someone issue able solve thanks,quadcopter cameras,quadcopter cameras
225,actuate pneumatic muscle signals received emg sensors interfaced raspberry pi,aim actuate pneumatic muscle based signals received emg sensors placed biceps matlab code process received emg signals convert form useful muscle actuation linked video gives better insight question exoskeleton arm pneumatic muscle,raspberry-pi matlab,pi raspberry matlab
226,dc converter,built r/c car runs dc deep cycle batteries motors motors draw full power motor controller handle reclaiming braking energy way saying power system issue want run device service want hassle battery maintain like power main batteries becs converters found supply amp device looking powering take 4-5a dc anyone know device,bec,bec
227,autonomous car steering using ir sensors,want steer rc car straight line.the car sharp ir sensors corner car help steer corridor.the corridor irregular looks something similar picture car needs stay middle shown lighter line take help ir sensors correct path car servo front wheel steer controls speed tried running using algorithm summed values side car took difference.the difference fed pid control output went steer car.the greater value pid sides greater value steering angle till reaches middle works part walls similar distance center oscillates lot center fails bumps corridor need make changes algorithm need help steering right direction ir sensors finicky way filter make readings stable help regarding changes implemented appreciated car uses ir sensors guide.i use ultrasonic sensors,mobile-robot sensors,mobile sensors robot
